lat,lon
52.3701486,4.8644887
52.3677907,4.8720605
52.3812252,4.8855339
52.3747638,4.8733175
52.3744119,4.8732274
52.3747107,4.8733407
52.3746772,4.8733704
52.3746347,4.8734082
52.3755253,4.8736025
52.3748611,4.8732442
52.3749296,4.8731935
52.3756528,4.8736757
52.3589028,4.8523629
52.3617944,4.8571073
52.3616409,4.8564147
52.3614094,4.856894
52.3629327,4.8538198
52.3627719,4.8540991
52.3586516,4.8549101
52.3781714,4.8829411
52.3694578,4.8517767
52.3596772,4.8620911
52.3802674,4.8861378
52.361695,4.8529582
52.3670816,4.8711916
52.3681888,4.8750969
52.3590726,4.8612663
52.3591481,4.8615721
52.3590989,4.8613642
52.3707139,4.878814
52.3784279,4.8826739
52.3644359,4.8507653
52.364914,4.8506541
52.3678876,4.8821546
52.3778869,4.8798127
52.3651321,4.8596981
52.3707376,4.8685827
52.375862,4.8732485
52.3590498,4.8611695
52.3694651,4.8823176
52.3610822,4.8648585
52.359826,4.8642077
52.3628177,4.8637698
52.3597303,4.861841
52.3599997,4.8616661
52.3615452,4.8603945
52.3597616,4.8625595
52.3585898,4.8592885
52.3716472,4.8728334
52.364901,4.859765
52.3587807,4.8550064
52.3684385,4.8789301
52.3590155,4.8609679
52.3597368,4.8595467
52.3605629,4.8594397
52.361286,4.8647342
52.3697389,4.8707996
52.3705002,4.8520624
52.3591574,4.8601776
52.3682884,4.875502
52.3742076,4.8792801
52.3587394,4.8599434
52.3588205,4.8602784
52.3781945,4.8814503
52.378175,4.8811229
52.3593185,4.8606612
52.3582321,4.857943
52.3614106,4.8580036
52.3782259,4.8816358
52.3709175,4.8543142
52.3710166,4.8548801
52.3710264,4.8549566
52.3710403,4.8550545
52.3708708,4.8541076
52.3626837,4.8638484
52.3612541,4.8647593
52.361189,4.864792
52.3649473,4.8589121
52.3648164,4.8570411
52.3649894,4.8593112
52.3648466,4.8574729
52.3610061,4.8649236
52.3602111,4.8644452
52.36083,4.8650304
52.3601836,4.8643375
52.3600797,4.8638647
52.360045,4.8637228
52.3603069,4.8648859
52.3606951,4.865125
52.3603661,4.8651011
52.3606108,4.8651738
52.3605585,4.8652117
52.3724236,4.8798463
52.3705329,4.8521761
52.3644316,4.8543569
52.3581232,4.8562478
52.358027,4.8571562
52.3580468,4.8572599
52.3581058,4.8561697
52.358009,4.8570949
52.358322,4.8570295
52.3579251,4.8567534
52.3581061,4.8575432
52.3732138,4.8792043
52.3808003,4.880901
52.3803048,4.8841132
52.3586242,4.8581744
52.3701563,4.8706877
52.3592723,4.8600962
52.3723205,4.8770052
52.3696875,4.8804217
52.3576013,4.8575396
52.3662528,4.8822822
52.3702512,4.8821335
52.3584385,4.8587765
52.3788425,4.8865337
52.3740548,4.8827265
52.365874,4.8548181
52.3656987,4.8553412
52.3656234,4.8548801
52.3657185,4.8558964
52.3787873,4.886208
52.3772,4.8819268
52.3815364,4.8860898
52.3644487,4.855016
52.3773104,4.8819029
52.3704017,4.8823985
52.3712133,4.8701978
52.376348,4.8842005
52.3763796,4.8842275
52.3742833,4.8815665
52.3726944,4.8784509
52.3769771,4.8840192
52.3713365,4.8591961
52.3713443,4.8594579
52.3713688,4.8595979
52.3727978,4.8593843
52.3725182,4.8589485
52.3717483,4.8592369
52.374268,4.8589932
52.3724091,4.8595375
52.3720253,4.8596383
52.3732584,4.8587482
52.3702146,4.864246
52.3712911,4.8712891
52.3737394,4.8826827
52.3728294,4.8776981
52.364046,4.8538851
52.3736076,4.8538327
52.3780392,4.8740828
52.3692466,4.8809627
52.3768207,4.8845326
52.3696166,4.8486697
52.3715517,4.8736145
52.3695468,4.8502199
52.3698943,4.8485626
52.370477,4.8706555
52.3742229,4.8827458
52.3765805,4.8822562
52.3653183,4.8601406
52.3694421,4.8703926
52.3760225,4.883742
52.3694875,4.8808273
52.3782373,4.8817023
52.3786785,4.8840368
52.3611372,4.8648348
52.3702176,4.8589142
52.380955,4.8871708
52.3809123,4.8871964
52.3645017,4.8569259
52.3754325,4.883347
52.3760161,4.8838855
52.380132,4.8874348
52.3800663,4.8826861
52.3782075,4.8831157
52.3788452,4.8865104
52.3739926,4.8822799
52.3705785,4.854384
52.3753257,4.8705815
52.3800578,4.8754548
52.3738079,4.8711789
52.375345,4.8721722
52.3803375,4.8842998
52.3803328,4.8844841
52.3713942,4.871685
52.3699272,4.8809707
52.3667409,4.8819927
52.3697595,4.8702535
52.3807336,4.8839387
52.3686095,4.8495825
52.3667435,4.8505598
52.368212,4.8752736
52.3711755,4.8608166
52.3713278,4.8600937
52.3712279,4.8605752
52.3710221,4.8631376
52.3703569,4.8637818
52.3702509,4.8641735
52.3713649,4.8625527
52.3712049,4.8606867
52.3708514,4.862461
52.370871,4.8623503
52.3710866,4.862801
52.3711312,4.8578516
52.3687859,4.8593
52.3685928,4.8595635
52.3688366,4.8605606
52.3710614,4.8629398
52.3710526,4.8629915
52.372154,4.8595766
52.3711584,4.8624533
52.3650963,4.859945
52.3674747,4.8620094
52.3644644,4.8537432
52.3689894,4.8593135
52.3712798,4.8554426
52.3696738,4.8708396
52.3702956,4.8640098
52.3598978,4.8607619
52.3765667,4.8821056
52.3724292,4.8716899
52.3582148,4.8565964
52.3595287,4.8629852
52.3710879,4.8575037
52.3686104,4.8715528
52.3704476,4.8517004
52.3705692,4.8524607
52.3714807,4.8625548
52.3698431,4.8808305
52.3610619,4.8584198
52.3787062,4.8841947
52.3715992,4.8602049
52.3690214,4.8712386
52.358537,4.8591295
52.3699683,4.8813036
52.3758369,4.8837459
52.3670935,4.8712629
52.3802468,4.8857806
52.3702274,4.8639051
52.3704135,4.8592561
52.3706122,4.8552954
52.3793796,4.8861097
52.374283,4.882726
52.3699836,4.8490682
52.3713983,4.872957
52.3784753,4.8793281
52.3591378,4.8567832
52.3689842,4.8715782
52.3736396,4.8822417
52.3597128,4.8636684
52.3606071,4.8574474
52.3681421,4.8712288
52.3670031,4.8512213
52.3697017,4.8814087
52.3742929,4.8729159
52.3744183,4.8744231
52.371007,4.857093
52.3640705,4.8526743
52.3733224,4.8809953
52.3733082,4.8809213
52.3800949,4.8872787
52.3801392,4.8875335
52.370056,4.8777163
