lat,lon
52.3561177,4.8299671
52.3561053,4.8291942
52.3561297,4.8303527
52.3564527,4.82685
52.3593455,4.8045316
52.3587859,4.8052322
52.3368101,4.7811707
52.3368465,4.7812323
52.3591202,4.8060086
52.3601232,4.7830816
52.3799626,4.8274815
52.3394587,4.7804865
52.3823547,4.7976136
52.3583553,4.8032476
52.3584683,4.8031925
52.3584201,4.8032174
52.3584931,4.8031805
52.3582941,4.8032846
52.379314,4.8333707
52.3800365,4.8318129
52.3792537,4.8336955
52.3792345,4.8338421
52.3792139,4.8339761
52.3791632,4.8342686
52.3791436,4.8344976
52.3791201,4.8347894
52.3790454,4.8351441
52.3789557,4.8357221
52.3812492,4.8242954
52.3796667,4.8311088
52.3813309,4.8237002
52.3796595,4.8312318
52.3795638,4.8317653
52.3794711,4.8323688
52.3794384,4.8325969
52.379414,4.8327151
52.3793918,4.8328269
52.3793646,4.8330677
52.3793469,4.8331713
52.3800752,4.8284611
52.3799512,4.8293997
52.3799034,4.8297465
52.3798479,4.8300944
52.3797403,4.8307925
52.3796775,4.8308754
52.3808139,4.8235455
52.380792,4.8236534
52.3805196,4.8236438
52.3807759,4.8237421
52.3802942,4.8237637
52.3806163,4.8236822
52.3807587,4.8244374
52.3805961,4.8251222
52.3805696,4.8252419
52.3805037,4.8257829
52.3804106,4.8230441
52.3806413,4.8231373
52.3799385,4.8228198
52.3798462,4.8227947
52.3802522,4.8229634
52.3796548,4.8229874
52.38002,4.8234774
52.3802983,4.8232569
52.3808681,4.8229874
52.380855,4.823068
52.380835,4.823194
52.380767,4.8218292
52.3796877,4.8220399
52.3797807,4.8220724
52.379841,4.822118
52.3799075,4.8221407
52.37994,4.8224624
52.3800605,4.8222091
52.3803218,4.822741
52.3803487,4.8225267
52.3804362,4.8228195
52.3804254,4.8229157
52.3809221,4.8225874
52.3773442,4.8123788
52.3770983,4.8123134
52.3783911,4.8133248
52.3770015,4.8171556
52.3776,4.8193865
52.3802962,4.8205734
52.3802021,4.8205284
52.3797894,4.8203471
52.3811907,4.8209325
52.3809042,4.8208064
52.3808538,4.8207763
52.3808321,4.8207704
52.3807379,4.8207284
52.3805749,4.8206625
52.3804751,4.820655
52.3817427,4.8219153
52.3818234,4.8213124
52.3818902,4.8207991
52.3819518,4.8204933
52.3819267,4.8206185
52.3815378,4.8224111
52.3815545,4.8223307
52.3815961,4.8222155
52.3812893,4.8240599
52.3813163,4.8238342
52.3813861,4.8233525
52.3814112,4.8232213
52.3813614,4.8235674
52.3814489,4.8229774
52.3814768,4.8228112
52.381521,4.8225574
52.3798835,4.8328365
52.3799551,4.8328498
52.3800291,4.8328583
52.3800978,4.8328611
52.3801763,4.8328621
52.3802716,4.8328573
52.3803178,4.832864
52.3805081,4.8321776
52.3803625,4.8321322
52.3802208,4.832075
52.3801552,4.8320433
52.3622644,4.7998802
52.3791328,4.8035598
52.3589673,4.805512
52.3806264,4.8201358
52.3570879,4.7954077
52.3161454,4.9782476
52.316042,4.9765837
52.3229555,4.9724041
52.322861,4.9725351
52.3231686,4.9725462
52.3624381,4.8007751
52.3607331,4.7824667
52.3577843,4.8054413
52.3576022,4.8045431
52.3589963,4.8061735
52.3590583,4.8050171
52.3589592,4.8061939
52.3595027,4.8051429
52.3594407,4.8029017
52.3791556,4.8032838
52.3160184,4.9778795
52.3225045,4.9721997
52.3805183,4.8223954
52.3231146,4.9723529
52.3585953,4.8010931
52.358282,4.8040021
52.3367357,4.781036
52.3163021,4.9787589
52.3167082,4.9786917
52.3601002,4.7830736
52.3570681,4.7953263
52.355702,4.8079251
52.3564972,4.7924835
52.3589644,4.8028943
52.3590943,4.7908693
52.3595342,4.8061269
52.3588613,4.8036089
52.3497674,4.7868571
52.3598232,4.7825246
52.3600741,4.782838
52.3601175,4.782712
52.3601274,4.7825993
52.3606614,4.7823593
52.3593826,4.8059586
52.3779799,4.8015171
52.3577734,4.8053655
52.3164311,4.9789369
52.3163764,4.9789826
