,id,year,lon,lat,geometry,neighborhood,nbhd_geom
893,894,2009,4.8753275,52.3681012,POINT (4.8753275 52.3681012),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
894,895,2009,4.8754559,52.368133,POINT (4.8754559 52.368133),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
895,896,2009,4.8755807,52.3681609,POINT (4.8755807 52.3681609),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
896,897,2009,4.8755807,52.3681609,POINT (4.8755807 52.3681609),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
897,898,2009,4.8755807,52.3681609,POINT (4.8755807 52.3681609),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
898,899,2009,4.8757368,52.3681905,POINT (4.8757368 52.3681905),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
899,900,2009,4.8757218,52.3682118,POINT (4.8757218 52.3682118),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
900,901,2009,4.8759089,52.3682238,POINT (4.8759089 52.3682238),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
901,902,2009,4.8759089,52.3682238,POINT (4.8759089 52.3682238),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
902,903,2009,4.8758689,52.3682299,POINT (4.8758689 52.3682299),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
903,904,2009,4.8758689,52.3682299,POINT (4.8758689 52.3682299),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
904,905,2009,4.8760423,52.3682588,POINT (4.8760423 52.3682588),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
905,906,2009,4.8761561,52.3682918,POINT (4.8761561 52.3682918),Da Costabuurt Zuid,"POLYGON ((4.871904316141046 52.36512788503097, 4.870750648501526 52.3668396500991, 4.872157346486967 52.367260022563954, 4.876709967405812 52.36848144420303, 4.8772730117995 52.36769393926062, 4.877539488305884 52.36678157400639, 4.873382853314562 52.365547072890976, 4.871904316141046 52.36512788503097))"
906,907,2009,4.902313,52.3535942,POINT (4.902313 52.3535942),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
907,908,2009,4.9022564,52.3536687,POINT (4.9022564 52.3536687),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
908,909,2009,4.9022564,52.3536687,POINT (4.9022564 52.3536687),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
909,910,2009,4.9022564,52.3536687,POINT (4.9022564 52.3536687),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
910,911,2009,4.9021898,52.3537508,POINT (4.9021898 52.3537508),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
911,912,2009,4.9021898,52.3537508,POINT (4.9021898 52.3537508),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
912,913,2009,4.9021898,52.3537508,POINT (4.9021898 52.3537508),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
913,914,2009,4.9021456,52.3538052,POINT (4.9021456 52.3538052),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
914,915,2009,4.902006,52.3539719,POINT (4.902006 52.3539719),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
915,916,2009,4.902006,52.3539719,POINT (4.902006 52.3539719),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
916,917,2009,4.901916,52.3540806,POINT (4.901916 52.3540806),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
917,918,2009,4.901916,52.3540806,POINT (4.901916 52.3540806),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
918,919,2009,4.9018593,52.3541501,POINT (4.9018593 52.3541501),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
919,920,2009,4.9018593,52.3541501,POINT (4.9018593 52.3541501),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
920,921,2009,4.9018071,52.3542166,POINT (4.9018071 52.3542166),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
921,922,2009,4.9018071,52.3542166,POINT (4.9018071 52.3542166),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
922,923,2009,4.9018071,52.3542166,POINT (4.9018071 52.3542166),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
923,924,2009,4.9016545,52.3544144,POINT (4.9016545 52.3544144),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
924,925,2009,4.9016545,52.3544144,POINT (4.9016545 52.3544144),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
925,926,2009,4.9016545,52.3544144,POINT (4.9016545 52.3544144),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
926,927,2009,4.9015921,52.3544903,POINT (4.9015921 52.3544903),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
927,928,2009,4.9015179,52.3545785,POINT (4.9015179 52.3545785),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
928,929,2009,4.9015179,52.3545785,POINT (4.9015179 52.3545785),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
929,930,2009,4.9015179,52.3545785,POINT (4.9015179 52.3545785),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
930,931,2009,4.9015179,52.3545785,POINT (4.9015179 52.3545785),Willibrordusbuurt,"POLYGON ((4.903003988025244 52.352164985379645, 4.902607827202815 52.35310703187042, 4.901225582012438 52.35481815775341, 4.905139421159384 52.356011149761564, 4.905769926224619 52.355343904967036, 4.906867965805344 52.35406905169539, 4.907835832566776 52.35325536097591, 4.907592832240298 52.35318121647792, 4.904520176717022 52.35244948315074, 4.903003988025244 52.352164985379645))"
931,932,2009,4.9011129,52.3550648,POINT (4.9011129 52.3550648),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
932,933,2009,4.9011129,52.3550648,POINT (4.9011129 52.3550648),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
933,934,2009,4.9011129,52.3550648,POINT (4.9011129 52.3550648),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
934,935,2009,4.9010737,52.3551146,POINT (4.9010737 52.3551146),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
935,936,2009,4.9010038,52.3551995,POINT (4.9010038 52.3551995),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
936,937,2009,4.9009237,52.3552975,POINT (4.9009237 52.3552975),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
937,938,2009,4.9009237,52.3552975,POINT (4.9009237 52.3552975),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
938,939,2009,4.9009237,52.3552975,POINT (4.9009237 52.3552975),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
939,940,2009,4.9009237,52.3552975,POINT (4.9009237 52.3552975),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
940,941,2009,4.9008703,52.3553618,POINT (4.9008703 52.3553618),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
941,942,2009,4.9008703,52.3553618,POINT (4.9008703 52.3553618),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
942,943,2009,4.9006791,52.3555941,POINT (4.9006791 52.3555941),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
943,944,2009,4.9006791,52.3555941,POINT (4.9006791 52.3555941),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
944,945,2009,4.9006593,52.3556333,POINT (4.9006593 52.3556333),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
945,946,2009,4.9005698,52.3557371,POINT (4.9005698 52.3557371),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
946,947,2009,4.9005698,52.3557371,POINT (4.9005698 52.3557371),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
947,948,2009,4.9005104,52.355818,POINT (4.9005104 52.355818),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
948,949,2009,4.9005104,52.355818,POINT (4.9005104 52.355818),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
949,950,2009,4.9005104,52.355818,POINT (4.9005104 52.355818),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
950,951,2009,4.9004543,52.3558898,POINT (4.9004543 52.3558898),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
951,952,2009,4.9004543,52.3558898,POINT (4.9004543 52.3558898),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
952,953,2009,4.9003124,52.355972,POINT (4.9003124 52.355972),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
953,954,2009,4.9003124,52.355972,POINT (4.9003124 52.355972),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
954,955,2009,4.9003124,52.355972,POINT (4.9003124 52.355972),Hemonybuurt,"POLYGON ((4.905139421159384 52.356011149761564, 4.901225582012438 52.35481815775341, 4.901225582012438 52.35481815775341, 4.899724491785631 52.3566815243997, 4.899540351760656 52.357128130395964, 4.899157982396105 52.35805341449618, 4.90396397756351 52.35904695107367, 4.903990738923202 52.358887887663236, 4.904173404388878 52.358424956263775, 4.904101840979735 52.35839797068731, 4.905139421159384 52.356011149761564))"
